word,occurences,classNum,C_N,Unc_N,Sing_N,Plu_N,GrC_N,GrUnc_N,Attr_N,PostPos_N,Voc_N,Proper_N,Exp_N
mustard gas,0,1,N,Y,N,N,N,N,N,N,N,N,N
mustard plaster,0,1,Y,N,N,N,N,N,N,N,N,N,N
muster,4,1,Y,N,N,N,N,N,N,N,N,N,N
mustiness,4,1,N,Y,N,N,N,N,N,N,N,N,N
mutability,3,1,N,Y,N,N,N,N,N,N,N,N,N
mutant,11,1,Y,N,N,N,N,N,N,N,N,N,N
mutation,74,1,Y,Y,N,N,N,N,N,N,N,N,N
mute,8,1,Y,N,N,N,N,N,N,N,N,N,N
muteness,0,1,N,Y,N,N,N,N,N,N,N,N,N
mutilation,33,1,Y,Y,N,N,N,N,N,N,N,N,N
mutineer,8,1,Y,N,N,N,N,N,N,N,N,N,N
mutiny,40,1,Y,Y,N,N,N,N,N,N,N,N,N
mutt,3,1,Y,N,N,N,N,N,N,N,Y,N,N
mutter,19,1,Y,Y,N,N,N,N,N,N,N,N,N
mutterer,0,1,Y,N,N,N,N,N,N,N,N,N,N
mutton,60,1,N,Y,N,N,N,N,N,N,N,N,N
muttonchops,0,1,N,N,N,Y,N,N,N,N,N,N,N
muttonchop whiskers,0,1,N,N,N,Y,N,N,N,N,N,N,N
mutton-head,0,1,Y,N,N,N,N,N,N,N,N,N,N
mutual fund,0,1,Y,N,N,N,N,N,N,N,N,N,N
mutuality,2,1,N,Y,N,N,N,N,N,N,N,N,N
muzak,2,1,N,Y,N,N,N,N,N,N,N,N,N
Muzak,4,1,N,N,N,N,N,N,N,N,N,Y,N
muzziness,0,1,N,Y,N,N,N,N,N,N,N,N,N
muzzle,52,1,Y,N,N,N,N,N,N,N,N,N,N
muzzle-loader,19,1,Y,N,N,N,N,N,N,N,N,N,N
muzzle-velocity,0,1,Y,N,N,N,N,N,N,N,N,N,N
mycology,1,1,N,Y,N,N,N,N,N,N,N,N,N
myelitis,0,1,N,Y,N,N,N,N,N,N,N,N,N
mynah,0,1,Y,N,N,N,N,N,N,N,N,N,N
mynah bird,0,1,Y,N,N,N,N,N,N,N,N,N,N
myopia,13,1,N,Y,N,N,N,N,N,N,N,N,N
myriad,33,1,Y,N,N,N,N,N,N,N,N,N,N
myrmidon,0,1,Y,N,N,N,N,N,N,N,N,N,N
Myrmidon,0,1,N,N,N,N,N,N,N,N,N,Y,N
myrrh,9,1,N,Y,N,N,N,N,N,N,N,N,N
myrtle,9,1,Y,N,N,N,N,N,N,N,N,N,N
mysteriousness,3,1,N,Y,N,N,N,N,N,N,N,N,N
mystery,555,1,Y,Y,N,N,N,N,N,N,N,N,N
mystery play,0,1,Y,N,N,N,N,N,N,N,N,N,N
mystic,49,1,Y,N,N,N,N,N,N,N,N,N,N
mysticism,53,1,N,Y,N,N,N,N,N,N,N,N,N
mystification,19,1,Y,Y,N,N,N,N,N,N,N,N,N
mystique,59,1,Y,N,N,N,N,N,N,N,N,N,N
myth,503,1,Y,Y,N,N,N,N,N,N,N,N,N
mythologist,2,1,Y,N,N,N,N,N,N,N,N,N,N
mythology,81,1,Y,Y,N,N,N,N,N,N,N,N,N
myxomatosis,6,1,N,Y,N,N,N,N,N,N,N,N,N
n,686,1,Y,N,N,N,N,N,N,N,N,N,N
Naafi,0,1,N,N,N,N,N,N,N,N,N,Y,N
Naafi,0,1,Y,N,Y,N,N,N,N,N,N,N,N
nabob,6,1,Y,N,N,N,N,N,N,N,N,N,N
nacelle,4,1,Y,N,N,N,N,N,N,N,N,N,N
nacre,0,1,N,Y,N,N,N,N,N,N,N,N,N
nadir,18,1,Y,N,Y,N,N,N,N,N,N,N,N
nag,6,1,Y,N,N,N,N,N,N,N,N,N,N
nagger,2,1,Y,N,N,N,N,N,N,N,N,N,N
naiad,2,1,Y,N,N,N,N,N,N,N,N,N,N
nail,443,1,Y,N,N,N,N,N,N,N,N,N,N
nailbrush,3,1,Y,N,N,N,N,N,N,N,N,N,N
nail-file,1,1,Y,N,N,N,N,N,N,N,N,N,N
nail-polish,1,1,N,Y,N,N,N,N,N,N,N,N,N
nail-scissors,0,1,N,N,N,Y,N,N,N,N,N,N,N
nail-varnish,4,1,N,Y,N,N,N,N,N,N,N,N,N
nainsook,0,1,N,Y,N,N,N,N,N,N,N,N,N
naira,0,1,Y,N,N,N,N,N,N,N,N,N,N
naivety,52,1,Y,Y,N,N,N,N,N,N,N,N,N
nakedness,74,1,N,Y,N,N,N,N,N,N,N,N,N
namby-pamby,0,1,Y,N,N,N,N,N,N,N,N,N,N
name,6012,1,Y,N,Y,N,N,N,Y,N,N,N,N
name-day,0,1,Y,N,N,N,N,N,N,N,N,N,N
namedropper,0,1,Y,N,N,N,N,N,N,N,N,N,N
namedropping,4,1,N,Y,N,N,N,N,N,N,N,N,N
name-part,0,1,Y,N,N,N,N,N,N,N,N,N,N
nameplate,6,1,Y,N,N,N,N,N,N,N,N,N,N
namesake,11,1,Y,N,N,N,N,N,N,N,N,N,N
Namibia,85,1,N,N,N,N,N,N,N,N,N,Y,N
Namibian,0,1,Y,N,N,N,N,N,N,N,N,N,N
Nan,13,1,N,N,N,N,N,N,N,N,N,Y,N
Nancy,232,1,N,N,N,N,N,N,N,N,N,Y,N
nankeen,0,1,N,Y,N,N,N,N,N,N,N,N,N
nanny,193,1,Y,N,N,N,N,N,N,N,N,N,N
nanny-goat,0,1,Y,N,N,N,N,N,N,N,N,N,N
nap,98,1,Y,Y,N,N,N,N,N,N,N,N,N
napalm,44,1,N,Y,N,N,N,N,N,N,N,N,N
nape,35,1,Y,N,N,N,N,N,N,N,N,N,N
napery,3,1,N,Y,N,N,N,N,N,N,N,N,N
naphtha,3,1,N,Y,N,N,N,N,N,N,N,N,N
naphthalene,2,1,N,Y,N,N,N,N,N,N,N,N,N
napkin,124,1,Y,N,N,N,N,N,N,N,N,N,N
napkin-ring,0,1,Y,N,N,N,N,N,N,N,N,N,N
Napoleon,245,1,N,N,N,N,N,N,N,N,N,Y,N
nappy,102,1,Y,N,N,N,N,N,N,N,N,N,N
narcissism,30,1,N,Y,N,N,N,N,N,N,N,N,N
narcissist,1,1,Y,N,N,N,N,N,N,N,N,N,N
narcissus,20,1,Y,N,N,N,N,N,N,N,N,N,N
narcotic,43,1,Y,N,N,N,N,N,N,N,N,N,N
nark,0,1,Y,N,N,N,N,N,N,N,N,N,N
nark,1,1,Y,N,N,N,N,N,N,N,N,N,N
narration,11,1,Y,Y,N,N,N,N,N,N,N,N,N
narrative,93,1,Y,Y,N,N,N,N,N,N,N,N,N
narrator,30,1,Y,N,N,N,N,N,N,N,N,N,N
narrow boat,0,1,Y,N,N,N,N,N,N,N,N,N,N
narrow gauge,0,1,Y,N,N,N,N,N,N,N,N,N,N
narrow-mindedness,0,1,N,Y,N,N,N,N,N,N,N,N,N
narrowness,26,1,N,Y,N,N,N,N,N,N,N,N,N
narrows,2,1,N,N,N,Y,N,N,N,N,N,N,N
narwhal,10,1,Y,N,N,N,N,N,N,N,N,N,N
nasal,0,1,Y,N,N,N,N,N,N,N,N,N,N
nasality,1,1,N,Y,N,N,N,N,N,N,N,N,N
nasalization,0,1,N,Y,N,N,N,N,N,N,N,N,N
nastiness,11,1,N,Y,N,N,N,N,N,N,N,N,N
nasturtium,3,1,Y,N,N,N,N,N,N,N,N,N,N
nation,2163,1,Y,N,N,N,N,N,N,N,N,N,N
national,50,1,Y,N,N,N,N,N,N,N,N,N,N
national anthem,0,1,Y,N,N,N,N,N,N,N,N,N,N
national assistance,0,1,N,Y,N,N,N,N,N,N,N,N,N
national debt,0,1,N,N,Y,N,N,N,N,N,N,N,N
national government,0,1,Y,N,N,N,N,N,N,N,N,N,N
national guard,0,1,N,N,N,N,N,Y,N,N,N,N,N
National Health Service,0,1,N,N,N,N,N,N,N,N,N,Y,N
National Insurance,0,1,N,Y,N,N,N,N,N,N,N,N,N
nationalism,266,1,N,Y,N,N,N,N,N,N,N,N,N
nationalist,147,1,Y,N,N,N,N,N,N,N,N,N,N
nationality,128,1,Y,Y,N,N,N,N,N,N,N,N,N
nationalization,229,1,Y,Y,N,N,N,N,N,N,N,N,N
national monument,0,1,Y,N,N,N,N,N,N,N,N,N,N
national park,0,1,Y,N,N,N,N,N,N,N,N,N,N
national service,0,1,N,Y,Y,N,N,N,N,N,N,N,N
National Socialism,0,1,N,N,Y,N,N,N,N,N,N,N,N
National Trust,0,1,N,N,N,N,N,N,N,N,N,Y,N
nation state,0,1,Y,N,N,N,N,N,N,N,N,N,N
native,132,1,Y,N,N,N,N,N,N,N,N,N,N
nativity,2,1,Y,N,N,N,N,N,N,N,N,N,N
Nativity,10,1,N,N,N,N,N,N,N,N,N,Y,N
nativity play,0,1,Y,N,N,N,N,N,N,N,N,N,N
NATO,539,1,N,N,N,N,N,N,N,N,N,Y,N
natter,2,1,N,N,Y,N,N,N,N,N,N,N,N
natural,69,1,Y,N,N,N,N,N,N,N,N,N,N
natural gas,0,1,N,Y,N,N,N,N,N,N,N,N,N
natural history,0,1,N,Y,N,N,N,N,N,N,N,N,N
naturalism,31,1,N,Y,N,N,N,N,N,N,N,N,N
naturalist,58,1,Y,N,N,N,N,N,N,N,N,N,N
naturalization,4,1,N,Y,N,N,N,N,N,N,N,N,N
natural law,0,1,Y,Y,N,N,N,N,N,N,N,N,N
naturalness,18,1,N,Y,N,N,N,N,N,N,N,N,N
natural philosophy,0,1,N,Y,N,N,N,N,N,N,N,N,N
natural resources,0,1,N,N,N,Y,N,N,N,N,N,N,N
natural science,0,1,Y,Y,N,N,N,N,N,N,N,N,N
natural selection,0,1,N,Y,N,N,N,N,N,N,N,N,N
nature,3383,1,Y,Y,Y,N,N,N,N,N,N,N,N
naturism,0,1,N,Y,N,N,N,N,N,N,N,N,N
naturist,3,1,Y,N,N,N,N,N,N,N,N,N,N
naturopath,1,1,Y,N,N,N,N,N,N,N,N,N,N
naturopathy,1,1,N,Y,N,N,N,N,N,N,N,N,N
naught,19,1,Y,Y,N,N,N,N,N,N,N,N,N
naughtiness,10,1,N,Y,N,N,N,N,N,N,N,N,N
Nauru,0,1,N,N,N,N,N,N,N,N,N,Y,N
Nauruan,0,1,Y,N,N,N,N,N,N,N,N,N,N
nausea,74,1,N,Y,N,N,N,N,N,N,N,N,N
nauseousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
nautch,1,1,Y,N,N,N,N,N,N,N,N,N,N
nautch-girl,17,1,Y,N,N,N,N,N,N,N,N,N,N
nautical mile,0,1,Y,N,N,N,N,N,N,N,N,N,N
nautilus,11,1,Y,N,N,N,N,N,N,N,N,N,N
nave,58,1,Y,N,N,N,N,N,N,N,N,N,N
navel,72,1,Y,N,N,N,N,N,N,N,N,N,N
navel orange,0,1,Y,N,N,N,N,N,N,N,N,N,N
navigability,0,1,N,Y,N,N,N,N,N,N,N,N,N
navigation,46,1,N,Y,N,N,N,N,N,N,N,N,N
navigator,18,1,Y,N,N,N,N,N,N,N,N,N,N
navvy,11,1,Y,N,N,N,N,N,N,N,N,N,N
navy,312,1,Y,Y,N,N,Y,N,N,N,N,N,N
navy blue,0,1,N,Y,N,N,N,N,N,N,N,N,N
nay,1,1,Y,N,N,N,N,N,N,N,N,N,N
Nazi,167,1,Y,N,N,N,N,N,N,N,N,N,N
Naziism,0,1,N,Y,N,N,N,N,N,N,N,N,N
Nazism,28,1,N,Y,N,N,N,N,N,N,N,N,N
Neanderthal,6,1,Y,N,N,N,N,N,N,N,N,N,N
Neanderthal man,0,1,Y,N,Y,N,N,N,N,N,N,N,N
neap,7,1,Y,N,N,N,N,N,N,N,N,N,N
Neapolitan,6,1,Y,N,N,N,N,N,N,N,N,N,N
neap-tide,0,1,Y,N,N,N,N,N,N,N,N,N,N
Near East,0,1,N,N,N,N,N,N,N,N,N,Y,N
near miss,0,1,Y,N,N,N,N,N,N,N,N,N,N
nearness,13,1,N,Y,N,N,N,N,N,N,N,N,N
nearside,1,1,N,N,Y,N,N,N,N,N,N,N,N
nearsightedness,0,1,N,Y,N,N,N,N,N,N,N,N,N
near thing,0,1,Y,N,N,N,N,N,N,N,N,N,N
neatness,33,1,N,Y,N,N,N,N,N,N,N,N,N
nebula,51,1,Y,N,N,N,N,N,N,N,N,N,N
nebulosity,0,1,N,Y,N,N,N,N,N,N,N,N,N
nebulousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
necessaries,6,1,N,N,N,Y,N,N,N,N,N,N,N
necessity,516,1,Y,Y,Y,N,N,N,N,N,N,N,N
neck,1426,1,Y,Y,N,N,N,N,N,N,N,N,N
neckband,0,1,Y,N,N,N,N,N,N,N,N,N,N
neckcloth,4,1,Y,N,N,N,N,N,N,N,N,N,N
neckerchief,5,1,Y,N,N,N,N,N,N,N,N,N,N
necklace,71,1,Y,N,N,N,N,N,N,N,N,N,N
necklet,1,1,Y,N,N,N,N,N,N,N,N,N,N
neckline,12,1,Y,N,N,N,N,N,N,N,N,N,N
necktie,34,1,Y,N,N,N,N,N,N,N,N,N,N
neckwear,0,1,N,Y,N,N,N,N,N,N,N,N,N
necromancer,4,1,Y,N,N,N,N,N,N,N,N,N,N
necromancy,9,1,N,Y,N,N,N,N,N,N,N,N,N
necrophile,4,1,Y,N,N,N,N,N,N,N,N,N,N
necrophilia,4,1,N,Y,N,N,N,N,N,N,N,N,N
necrophiliac,2,1,Y,N,N,N,N,N,N,N,N,N,N
necrophilism,0,1,N,Y,N,N,N,N,N,N,N,N,N
necropolis,1,1,Y,N,N,N,N,N,N,N,N,N,N
nectar,37,1,N,Y,N,N,N,N,N,N,N,N,N
nectarine,5,1,Y,N,N,N,N,N,N,N,N,N,N
need,4178,1,Y,Y,Y,N,N,N,N,N,N,N,N
neediness,0,1,N,Y,N,N,N,N,N,N,N,N,N
needle,294,1,Y,N,N,N,N,N,N,N,N,N,N
needlecraft,0,1,N,Y,N,N,N,N,N,N,N,N,N
needlepoint,10,1,Y,Y,N,N,N,N,N,N,N,N,N
needlewoman,4,1,Y,N,N,N,N,N,N,N,N,N,N
needlework,35,1,N,Y,N,N,N,N,N,N,N,N,N
needy,10,1,N,N,N,Y,N,N,N,N,N,N,N
ne'er-do-well,1,1,Y,N,N,N,N,N,N,N,N,N,N
nefariousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
negation,33,1,Y,Y,N,N,N,N,N,N,N,N,N
negative,26,1,Y,N,N,N,N,N,N,N,N,N,N
negative pole,0,1,Y,N,N,N,N,N,N,N,N,N,N
neglect,152,1,N,Y,N,N,N,N,N,N,N,N,N
neglectfulness,0,1,N,Y,N,N,N,N,N,N,N,N,N
neglige,2,1,Y,N,N,N,N,N,N,N,N,N,N
negligee,16,1,Y,Y,N,N,N,N,N,N,N,N,N
negligence,41,1,N,Y,N,N,N,N,N,N,N,N,N
negotiation,403,1,Y,Y,N,N,N,N,N,N,N,N,N
negotiator,66,1,Y,N,N,N,N,N,N,N,N,N,N
Negress,11,1,Y,N,N,N,N,N,N,N,N,N,N
Negro,385,1,Y,N,N,N,N,N,N,N,N,N,N
Negroid,3,1,Y,N,N,N,N,N,N,N,N,N,N
negus,0,1,N,Y,N,N,N,N,N,N,N,N,N
Negus,1,1,N,N,N,N,N,N,N,N,N,Y,N
neigh,0,1,Y,N,N,N,N,N,N,N,N,N,N
neighbour,901,1,Y,N,N,N,N,N,N,N,N,N,N
neighbourhood,407,1,N,N,Y,N,Y,N,N,N,N,N,N
neighbourliness,3,1,N,Y,N,N,N,N,N,N,N,N,N
Nelly,22,1,N,N,N,N,N,N,N,N,N,N,Y
nelson,136,1,Y,N,N,N,N,N,N,N,N,N,N
nemesis,22,1,Y,Y,N,N,N,N,N,N,N,N,N
neocolonialism,12,1,N,Y,N,N,N,N,N,N,N,N,N
neologism,2,1,Y,Y,N,N,N,N,N,N,N,N,N
neon,93,1,N,Y,N,N,N,N,N,N,N,N,N
neonate,10,1,Y,N,N,N,N,N,N,N,N,N,N
neon lamp,0,1,Y,N,N,N,N,N,N,N,N,N,N
neon light,0,1,Y,N,N,N,N,N,N,N,N,N,N
neophyte,9,1,Y,N,N,N,N,N,N,N,N,N,N
neoplasm,0,1,Y,Y,N,N,N,N,N,N,N,N,N
Nepal,24,1,N,N,N,N,N,N,N,N,N,Y,N
Nepalese,2,1,Y,N,N,N,N,N,N,N,N,N,N
Nepali,1,1,Y,Y,N,N,N,N,N,N,N,N,N
nephew,161,1,Y,N,N,N,N,N,N,N,N,N,N
nephritis,3,1,N,Y,N,N,N,N,N,N,N,N,N
ne plus ultra,0,1,N,Y,Y,N,N,N,N,N,N,N,N
nepotism,18,1,N,Y,N,N,N,N,N,N,N,N,N
Neptune,20,1,N,N,N,N,N,N,N,N,N,Y,N
Nereid,1,1,N,N,N,N,N,N,N,N,N,Y,N
nerve,325,1,Y,Y,Y,N,N,N,N,N,N,N,N
nerve-cell,0,1,Y,N,N,N,N,N,N,N,N,N,N
nerve-centre,1,1,Y,N,N,N,N,N,N,N,N,N,N
nervelessness,0,1,N,Y,N,N,N,N,N,N,N,N,N
nerves,174,1,N,N,N,Y,N,N,N,N,N,N,N
nervous breakdown,0,1,Y,N,N,N,N,N,N,N,N,N,N
nervousness,97,1,N,Y,N,N,N,N,N,N,N,N,N
nervous system,0,1,Y,N,N,N,N,N,N,N,N,N,N
nescience,2,1,N,Y,N,N,N,N,N,N,N,N,N
ness,155,1,Y,N,N,N,N,N,N,N,N,N,N
nest,304,1,Y,N,N,N,N,N,N,N,N,N,N
nest-egg,2,1,Y,N,N,N,N,N,N,N,N,N,N
nesting,0,1,N,Y,N,N,N,N,N,N,N,N,N
nestling,10,1,Y,N,N,N,N,N,N,N,N,N,N
Nestor,0,1,Y,N,N,N,N,N,N,N,N,N,N
Nestor,0,1,N,N,N,N,N,N,N,N,N,Y,N
net,380,1,Y,Y,N,N,N,N,Y,N,N,N,N
netball,11,1,N,Y,N,N,N,N,N,N,N,N,N
Netherlander,1,1,Y,N,N,N,N,N,N,N,N,N,N
Netherlands,101,1,N,N,N,N,N,N,N,N,N,Y,N
nets,25,1,N,N,N,Y,N,N,N,N,N,N,N
netting,41,1,N,Y,N,N,N,N,N,N,N,N,N
nettle,70,1,Y,N,N,N,N,N,N,N,N,N,N
nettlerash,1,1,N,Y,N,N,N,N,N,N,N,N,N
network,567,1,Y,N,N,N,N,N,N,N,N,N,N
neuralgia,7,1,N,Y,N,N,N,N,N,N,N,N,N
neurasthenia,1,1,N,Y,N,N,N,N,N,N,N,N,N
neurasthenic,0,1,Y,N,N,N,N,N,N,N,N,N,N
neuritis,3,1,N,Y,N,N,N,N,N,N,N,N,N
neurologist,12,1,Y,N,N,N,N,N,N,N,N,N,N
neurology,4,1,N,Y,N,N,N,N,N,N,N,N,N
neurosis,72,1,Y,Y,N,N,N,N,N,N,N,N,N
neurotic,17,1,Y,N,N,N,N,N,N,N,N,N,N
neuter,0,1,Y,N,N,N,N,N,N,N,N,N,N
neutral,22,1,Y,Y,N,N,N,N,N,N,N,N,N
neutrality,64,1,N,Y,N,N,N,N,N,N,N,N,N
neutralization,12,1,Y,Y,N,N,N,N,N,N,N,N,N
neutralizer,2,1,Y,N,N,N,N,N,N,N,N,N,N
neutron,235,1,Y,N,N,N,N,N,N,N,N,N,N
Nevada,46,1,N,N,N,N,N,N,N,N,N,Y,N
never-never,7,1,N,N,N,N,N,N,N,N,N,N,Y
never-never land,0,1,Y,N,Y,N,N,N,N,N,N,N,N
newcomer,180,1,Y,N,N,N,N,N,N,N,N,N,N
new deal,0,1,Y,N,Y,N,N,N,N,N,N,N,N
newel,6,1,Y,N,N,N,N,N,N,N,N,N,N
newel post,0,1,Y,N,N,N,N,N,N,N,N,N,N
newfangledness,0,1,N,Y,N,N,N,N,N,N,N,N,N
Newfoundland,0,1,Y,N,N,N,N,N,N,N,N,N,N
Newfoundland,11,1,N,N,N,N,N,N,N,N,N,Y,N
New Left,0,1,N,N,N,N,N,Y,N,N,N,N,N
newlywed,11,1,Y,N,N,N,N,N,N,N,N,N,N
newmarket,0,1,N,Y,N,N,N,N,N,N,N,N,N
Newmarket,34,1,N,N,N,N,N,N,N,N,N,Y,N
new moon,0,1,Y,N,N,N,N,N,N,N,N,N,N
newness,36,1,N,Y,N,N,N,N,N,N,N,N,N
new penny,0,1,Y,N,N,N,N,N,N,N,N,N,N
news,2082,1,N,Y,N,N,N,N,N,N,N,N,N
news agency,0,1,Y,N,N,N,N,N,N,N,N,N,N
newsagent,26,1,Y,N,N,N,N,N,N,N,N,N,N
newsboy,7,1,Y,N,N,N,N,N,N,N,N,N,N
newscast,9,1,Y,N,N,N,N,N,N,N,N,N,N
newscaster,10,1,Y,N,N,N,N,N,N,N,N,N,N
news conference,0,1,Y,N,N,N,N,N,N,N,N,N,N
newsdealer,0,1,Y,N,N,N,N,N,N,N,N,N,N
newsflash,4,1,Y,N,N,N,N,N,N,N,N,N,N
newsiness,0,1,N,Y,N,N,N,N,N,N,N,N,N
newsletter,61,1,Y,N,N,N,N,N,N,N,N,N,N
news media,0,1,N,N,N,Y,N,N,N,N,N,N,N
newsmonger,1,1,Y,N,N,N,N,N,N,N,N,N,N
newspaper,2176,1,Y,Y,N,N,N,N,N,N,N,N,N
newspaper-man,0,1,Y,N,N,N,N,N,N,N,N,N,N
newsprint,31,1,N,Y,N,N,N,N,N,N,N,N,N
newsreader,3,1,Y,N,N,N,N,N,N,N,N,N,N
newsreel,21,1,Y,N,N,N,N,N,N,N,N,N,N
newsroom,24,1,Y,N,N,N,N,N,N,N,N,N,N
newssheet,1,1,Y,N,N,N,N,N,N,N,N,N,N
newsstand,8,1,Y,N,N,N,N,N,N,N,N,N,N
newsvendor,1,1,Y,N,N,N,N,N,N,N,N,N,N
newt,22,1,Y,N,N,N,N,N,N,N,N,N,N
New Testament,0,1,N,N,N,N,N,N,N,N,N,Y,N
Newton,159,1,N,N,N,N,N,N,N,N,N,Y,N
Newtonian,0,1,Y,N,N,N,N,N,N,N,N,N,N
new town,0,1,Y,N,N,N,N,N,N,N,N,N,N
New World,0,1,N,N,N,N,N,N,N,N,N,Y,N
new year,0,1,Y,N,Y,N,N,N,N,N,N,N,N
New Year's Day,0,1,N,N,Y,N,N,N,N,N,N,N,N
New Year's Eve,0,1,N,N,Y,N,N,N,N,N,N,N,N
New Zealand,0,1,N,N,N,N,N,N,N,N,N,Y,N
New Zealander,0,1,Y,N,N,N,N,N,N,N,N,N,N
next of kin,0,1,Y,N,N,N,N,N,N,N,N,N,N
nexus,9,1,Y,N,N,N,N,N,N,N,N,N,N
niacin,3,1,N,Y,N,N,N,N,N,N,N,N,N
nib,16,1,Y,N,N,N,N,N,N,N,N,N,N
nibble,9,1,Y,N,N,N,N,N,N,N,N,N,N
niblick,0,1,Y,N,N,N,N,N,N,N,N,N,N
nibs,1,1,N,N,N,N,N,N,N,N,N,N,Y
Nicaragua,29,1,N,N,N,N,N,N,N,N,N,Y,N
Nicaraguan,1,1,Y,N,N,N,N,N,N,N,N,N,N
niceness,12,1,N,Y,N,N,N,N,N,N,N,N,N
nicety,31,1,Y,Y,N,N,N,N,N,N,N,N,N
niche,83,1,Y,N,N,N,N,N,N,N,N,N,N
nick,27,1,Y,Y,Y,N,N,N,N,N,N,N,N
nickel,43,1,Y,Y,N,N,N,N,N,N,N,N,N
nicker,2,1,Y,N,N,N,N,N,N,N,N,N,N
nicknack,0,1,Y,N,N,N,N,N,N,N,N,N,N
nickname,77,1,Y,N,N,N,N,N,N,N,N,N,N
nicotine,31,1,N,Y,N,N,N,N,N,N,N,N,N
niece,95,1,Y,N,N,N,N,N,N,N,N,N,N
niff,0,1,N,N,Y,N,N,N,N,N,N,N,N
Niger,3,1,N,N,N,N,N,N,N,N,N,Y,N
Niger,9,1,N,N,N,N,N,N,N,N,N,Y,N
Nigeria,173,1,N,N,N,N,N,N,N,N,N,Y,N
Nigerian,16,1,Y,N,N,N,N,N,N,N,N,N,N
Nigerien,0,1,Y,N,N,N,N,N,N,N,N,N,N
niggard,0,1,Y,N,N,N,N,N,N,N,N,N,N
niggardliness,0,1,N,Y,N,N,N,N,N,N,N,N,N
nigger,63,1,Y,N,N,N,N,N,N,N,Y,N,N
niggler,0,1,Y,N,N,N,N,N,N,N,N,N,N
night,8308,1,Y,Y,N,N,N,N,N,N,N,N,N
night-bell,0,1,Y,N,N,N,N,N,N,N,N,N,N
night-bird,2,1,Y,N,N,N,N,N,N,N,N,N,N
night blindness,0,1,N,Y,N,N,N,N,N,N,N,N,N
nightcap,22,1,Y,N,N,N,N,N,N,N,N,N,N
nightclothes,13,1,N,N,N,Y,N,N,N,N,N,N,N
nightclub,39,1,Y,N,N,N,N,N,N,N,N,N,N
nightdress,39,1,Y,N,N,N,N,N,N,N,N,N,N
nightfall,54,1,N,Y,N,N,N,N,N,N,N,N,N
nightgown,58,1,Y,N,N,N,N,N,N,N,N,N,N
nighthawk,1,1,Y,N,N,N,N,N,N,N,N,N,N
nightie,28,1,Y,N,N,N,N,N,N,N,N,N,N
nightingale,34,1,Y,N,N,N,N,N,N,N,N,N,N
nightjar,4,1,Y,N,N,N,N,N,N,N,N,N,N
nightlife,12,1,N,Y,N,N,N,N,N,N,N,N,N
nightlight,10,1,Y,N,N,N,N,N,N,N,N,N,N
nightline,0,1,Y,N,N,N,N,N,N,N,N,N,N
nightmare,326,1,Y,N,N,N,N,N,N,N,N,N,N
nightmarishness,0,1,N,Y,N,N,N,N,N,N,N,N,N
night owl,0,1,Y,N,N,N,N,N,N,N,N,N,N
night-porter,3,1,Y,N,N,N,N,N,N,N,N,N,N
night safe,0,1,Y,N,N,N,N,N,N,N,N,N,N
night school,0,1,Y,Y,N,N,N,N,N,N,N,N,N
nightshade,10,1,Y,Y,N,N,N,N,N,N,N,N,N
night shift,0,1,Y,N,N,N,N,Y,N,N,N,N,N
nightshirt,23,1,Y,N,N,N,N,N,N,N,N,N,N
night-soil,1,1,N,Y,N,N,N,N,N,N,N,N,N
nightstick,7,1,Y,N,N,N,N,N,N,N,N,N,N
night-stop,0,1,Y,N,N,N,N,N,N,N,N,N,N
nighttime,27,1,N,Y,N,N,N,N,N,N,N,N,N
night-watch,0,1,Y,N,N,N,N,N,N,N,N,N,N
night-watchman,3,1,Y,N,N,N,N,N,N,N,N,N,N
nightwork,1,1,N,Y,N,N,N,N,N,N,N,N,N
nihilism,15,1,N,Y,N,N,N,N,N,N,N,N,N
nihilist,8,1,Y,N,N,N,N,N,N,N,N,N,N
nil,49,1,N,Y,Y,N,N,N,N,N,N,N,N
Nile,73,1,N,N,N,N,N,N,N,N,N,Y,N
nimbleness,3,1,N,Y,N,N,N,N,N,N,N,N,N
nimbus,5,1,Y,N,N,N,N,N,N,N,N,N,N
Nimrod,5,1,Y,N,N,N,N,N,N,N,N,N,N
Nimrod,2,1,N,N,N,N,N,N,N,N,N,Y,N
nincompoop,6,1,Y,N,N,N,N,N,N,N,N,N,N
nine,7,1,Y,N,N,N,N,N,N,N,N,N,N
nine days' wonder,0,1,Y,N,N,N,N,N,N,N,N,N,N
ninepence,7,1,Y,N,N,N,N,N,N,N,N,N,N
ninepin,3,1,Y,N,N,N,N,N,Y,N,N,N,N
ninepins,1,1,N,Y,N,N,N,N,N,N,N,N,N
nines,4,1,N,N,N,N,N,N,N,N,N,N,Y
nineteen,5,1,Y,N,N,N,N,N,N,N,N,N,N
nineteenth,0,1,Y,N,N,N,N,N,N,N,N,N,N
ninetieth,5,1,Y,N,N,N,N,N,N,N,N,N,N
ninety,21,1,Y,N,N,N,N,N,N,N,N,N,N
ninny,5,1,Y,N,N,N,N,N,N,N,Y,N,N
ninth,95,1,Y,N,N,N,N,N,N,N,N,N,N
nip,17,1,Y,N,Y,N,N,N,N,N,N,N,N
